,id_tei,lcnaf_uri,organization_name,other_names,date_founded,date_dissolved,associated_places,org_type,bio_notes,data_notes,see_also,citations,notes
,meetroar,,Roaring Creek Friends meeting,,1796,,,Local meeting,"Worship began at Roaring Creek, Pennsylvania in 1786 under Reading (Exeter) Monthly Meeting. Roaring Creek Preparative Meeting was established 1796 under Catawissa Monthly Meeting, then from Millville (Muncy) Monthly Meeting. Roaring Creek Monthly Meeting was established 1814.",,pym,quakermeetings.com,
,meetroche,,Rochester Friends meeting,,1821,,,Local meeting,A preparative meeting was established at Rochester in 1821 under Farmington Monthly Meeting.,,nyym,http://www.swarthmore.edu/library/friends/New YorkYM/rochemm.xml,
,catholic,,Roman Catholic Church,Catholic Church,,,,Religious group,"A Christian denomination under the authority of the Pope and claiming direct succession from the earliest Church. Distinguished by its hierarchical organization, defined system of canon law, and belief in the infallibility of the Pope in matters of scripture and tradition.  French Catholics were active in Canada and the Midwest in the early 18th century, where they built missions and tried to convert the natives. In British North America, however, they were a minority, Maryland being one of the few areas with a large population. As a result, the first Diocese was established in Baltimore in 1789. The Catholic population in the United States began to increase after 1790, particularly because of the influx of Irish and Canadian immigrants. Because the majority of Americans at the time were Protestants, and furthermore questioned the national allegiance of a creed that promised absolute devotion to the Roman Pope, anti-Catholicism was prevalent throughout the period.",,jesuits,https://en.wikipedia.org/wiki/Catholic_Church; https://en.wikipedia.org/wiki/History_of_Roman_Catholicism_in_the_United_States; ,
,meetsads,,Sadsbury Friends meeting,,1725,,,Local meeting,Sadsbury Preparative Meeting was established 1725 from New Garden Monthly Meeting and attached to Bradford Monthly Meeting. Sadsbury Monthly Meeting was established 1738,,pym,quakermeetings.com,
,meetsalem,,Salem Friends meeting,,1792,,,Local meeting,"Salem Preparative Meeting was originally established in 1792 as Bedford Preparative Meeting in Westchester County, New York.",,,http://www.swarthmore.edu/library/friends/New YorkYM/salempm.xml,
,salempm,,Salem Friends meeting,,1676,,,Local meeting,Friends constituted Salem Monthly Meeting in southern New Jersey in 1676.,,,quakermeetings.com,
,salemq,,Salem Quarterly Meeting of Friends,,,,,Quarterly meeting,Salem Quarterly Meeting of Friends included meetings in New Hampshire and Massachusetts.,,neym,,
,sseneca,,Sandusky Seneca indians,,,,,Indian group,"This name describes a collection of Seneca and other Iroquian peoples who reacted to colonial pressure by moving west in the mid-to-late 18th century. They were granted reservation land along the Sandusky River in north-central Ohio, near the Cayuga, Shawnee, and Seneca-Cayuga bands. Following the Battle of Fallen Timbers they ceded most of their lands in the Treaty of Greenville (1795), and after the Indian Policy Removal Act of 1830 were forced on a series of relocations, first to Kansas and finally to Oklahoma. Owing to geography and subsequent alliances with Algonquian peoples, the Sandusky Seneca became politically distinct from their New York brethren.",,seneca,http://www.ohiohistorycentral.org/w/Seneca_Indians?rec=629 ; https://en.wikipedia.org/wiki/Seneca-Cayuga_Nation,
,meetsand,,Sandwich Friends meeting,,1672,,,Local meeting,"Worship in Sandwich, Massachusetts began before 1657. Sandwich Monthly meeting was established 1672. ",,neym,quakermeetings.com,
,meetsara,,Saratoga Friends meeting,,1783,,,Local meeting,"A preparative meeting was established at Saratoga West in 1783. Saratoga Monthly Meeting was established in 1794, set off from Saratoga (called Easton after 1795) Monthly Meeting. Until 1795 this meeting was known as ""Monthly Meeting at Saratoga West Side of the River.""",,nyym,http://www.swarthmore.edu/library/friends/New YorkYM/saratmm.xml,
,sacks,http://id.loc.gov/authorities/subjects/sh85117717,Sauk Indians,Sack;Sac;Saki,,,,Indian group,"Also spelt Sac. An Algonquian-speaking tribe originally from Green Bay, Wisconsin, by 19th century they had settled between Rock Island, Illinois and St. Louis, Missouri on the Mississippi River. In summer they cultivated corn and lived in sedidentary structures, while in spring they hunted bison. The Sauk were close allies of the Fox Tribe, who they helped shelter after a disastrous 1730 French campaign. In 1804 some minor Sauk chiefs ceded their lands through the Treaty of St. Louis, but many tribe members were angered by the proceedings—considering them unrepresentative—and subsequently participated in the Blawk Hawk War (1832). ",,fox,http://www.britannica.com/topic/Sauk ; https://en.wikipedia.org/wiki/Sauk_people,
,meetscipio,,Scipio Friends meeting,,1799,,,Local meeting,Worship at Scipio began in 1799 under Farmington Preparative Meeting. In 1804 Scipio Preparative Meeting was established from Easton Monthly Meeting. Scipio Monthly Meeting was established 1808.,,nyym,quakermeetings.com,
,sspck,,Society in Scotland for Propagating Christian Knowledge,,1709,,,Religious group,Sponsored John Sergeant Jr.'s work with the Stockbridge.,,,https://en.wikipedia.org/wiki/Society_for_Promoting_Christian_Knowledge,
,meetseaco,,Seacock Friends meeting,Surrey County;Pagan Creek;Levi's Neck;Blackwater,1704,,,Local meeting,"Worship at Pagan Creek began c. 1663, set off from Chuckatuck Monthly Meeting. A monthly meeting was established c. 1704. It was known variously as Surrey County Meeting until after 1708, Pagan Creek Meeting until 1752, Levi's Neck Meeting in the 1700s, Seacock Meeting from before 1806, and Blackwater Meeting.",,vym,quakermeetings.com,
,seminole,http://id.loc.gov/authorities/subjects/sh85119939,Seminole Indians,,,,,Indian group,"A Muskogean-speaking tribe historically located in Florida. They primarily descended from Georgian and Alabaman Creek peoples who migrated in the early 18th century to escape the pressure of Upper Creek and colonists, and joined other tribes like the Yuchis, Yamasees, and the indigenous Choctaw. As Florida was Spanish territory at the time, tensions regarding slave runaways and land greed simmered along the Georgia border. These finally erupted in the First Seminole War (1817) with Andrew Jackson marching a body of troops across the border, after which Spain ceded Florida in the Adams-Onis Treaty (1819). In the 1823 Treaty of Camp Moultrie, the US guaranteed the Seminole a reservation in central and southern Florida, but after the Indian Removal Act in 1830 and more specifically the Treaty of Payne’s Landing (1832), this was revoked in favor of  new territory east of the Mississippi. As a result, the Second Seminole War occurred in 1835, during which the Seminole employed devastating guerilla tactics against an unprepared US army and heavily taxed its resources. The Seminole war leader Osceola was captured in 1837 during parley, after which most Seminole begin moving to Oklahoma. ",,,http://dos.myflorida.com/florida-facts/florida-history/seminole-history/ ; https://en.wikipedia.org/wiki/Seminole,
,seneca,http://id.loc.gov/authorities/subjects/sh85119990,Seneca indians,O-non-dowa-gah;Cattaraugus ,,,,Indian group,"One of the  original nations of the Haudenosaunee, or Iroquois Confederation, the Seneca were the ""Keepers of the Western Door"" of the Confederacy.  They were also known as the People of the Great Hill. Before the Revolutionary war, many of the Seneca lived in the Genesee Valley in New York State, thouigh other Seneca had moved as far west as the ""Ohio Country.""  After the Revolution, the Seneca retained reservations in the Genessee Vallley, Tonawanda, Buffalo Creek, Cattaraugus, Alleghany and Oil Creek.  Some Seneca moved to the Grand River Reserve in what is now Ontario.  As a result of the treaties of 1838, 1842 and 1857, the Seneca lost the Buffalo Creek and Genesee Valley reservations. ",,sxntns;sseneca,Encyclopedia of the Haudenosaunee,
,meetsharo,,Sharon Friends meeting,,,,,Local meeting,"Joshua Evans held a large Meeting at Sharon, Vermont, in 1795.",,neym,,
,shawnee,http://id.loc.gov/authorities/subjects/sh85121176,Shawnee indians,Shawanese;Shawnese;Pequea;Piquaw;Shawanese;Shawanoe,,,,Indian group,"Also known as Shawanese, Piquaw, Shawanoe. A semi-nomadic Algonquian tribe mostly based in the Ohio Valley, but also ranging from parts of Illinois, to Pennsylvania and Virginia. Prior to 1754, the Shawnee were a strong presence in the Virginias and Maryland, after which many moved to join those on the Scioto River in Ohio. Fought against the British in Lord Dunmore’s War (1774), the subsequent defeat resulting in cessions of their Kentucky and West Virginia territory. The Shawnee later sided with England in Revolutionary War, as they hoped to discourage further settler encroachment. After the Colonial victory, the Shawnee fought to defend their territory in the Northwest Indian War (1785-1795), where they were defeated at the Battle of Fallen Timbers (1794). In the aftermath they were forced to sign the Treaty of Greeneville, ceding most Ohio Territory. Some disgruntled Shawnee moved west to Cape Girardeau in Missouri, while others followed the famous warrior Tecumseh (himself a Shawnee) in his eponymous War, but these latter were ultimately defeated at the Battle of Tippecanoe (1811). The Treaty of Fort Meigs (1817) ceded all of Shawnee Ohio territory except for three reservations. Following the Indian Removal Act of 1830, most were then moved to Kansas and Oklahoma. ",,,http://www.ohiohistorycentral.org/w/Shawnee_Indians?rec=631 ; https://en.wikipedia.org/wiki/Shawnee,
,shin,,Shinicock Indians,Shinnecock;Shinecock,,,,Indian group,"An Algonquian-speaking tribe based on the eastern end of Long Island, New York, where they were engaged in the wampum trade. After the Revolutionary War, some Shinnecock joined the Brothertown Indians in western New York and their eventual migration to Wisconsin. ",,brotherton,https://en.wikipedia.org/wiki/Shinnecock_Indian_Nation,
,meetshrew,,Shrewsbury Friends meeting,,1672,,,Local meeting,"Shrewsbury Monthly Meeting was established in 1672. A Preparative Meeting was established the same year, attached to Rahway Preparative Meeting in Rahway & Plainfield Monthly Meeting.",,pym;nyym,quakermeetings.com,
,short,,Short Creek Friends meeting,,1801,,,Local meeting,"Short Creek in Ohio was settled in 1801. Short Creek Preparative Meeting was established 1801 under Westland Monthly Meeting, then from Concord Monthly Meeting. Short Creek Monthly Meeting was established 1804.",,pym;bym;oym,quakermeetings.com,
,meetshort,,Short Hills Friends meeting,,1790,,,Local meeting,"Quakers began meeting in the Short Hills area of the Niagara Peninsula in the early 1790s. In 1799 the Philadelphia Yearly Meeting formally established the Pelham Monthly Meeting and, under it, the Short Hills preparative meeting, about 12 miles off from Pelham Township. Most Quakers here hailed from Bucks County or Lancaster County in Pennsylvania, and migrated as closely linked families.",,pym;nyym,https://pelhammeeting.wordpress.com/a-bit-of-history/; http://quaker.ca/archives/article/friends-in-the-niagara-peninsula-1786-1802/,
,sioux,,Sioux indians,Sux;Suse;Nadowessioux;Naudowessie;Nawdowissnee;Wahpakoota Sioux;Lakota Sioux;Lakotah;Prairie dweller; Teton;Teton Sioux;Thítunwan;Titunwan;Western Sioux;Ogallala;Ogallala Sioux;Ogallalla;Eastern Sioux; Flandreau;Santee Sioux,,,,Indian group,"A large ethnic and linguistic group of North American peoples that refers either to the Great Sioux Nation (Seven Council Fires) confederation or to speakers of its numerous dialects. There were three language-based divisions: Lakota, Dakota, Nakota. The Sioux were historically located in the Dakotas, Iowa, Minnesota, Montana, and Western Canada, and became known as famous horsemen of the Great Plains. Their name is said to be an Ojibwan slur stemming from the word for “snake.” The Sioux traded with French until the latter’s departure in 1763, after which they interacted with the United States. As the US government violated treaties, paid land annuities late, and generally threatened the traditional Great Plains lifestyle, tensions rose from the 1850s onwards and culminated in a series of Sioux wars.",,,https://en.wikipedia.org/wiki/Sioux ; http://plainshumanities.unl.edu/encyclopedia/doc/egp.na.107 ; https://en.wikipedia.org/wiki/Ghost_Dance,
,sxntns,,Six Nations,Confederacy;Five Nations,1722,,,Indian group,"English name for the Haudenosaunee Confederacy, a powerful alliance in the American Northeast that was originally formed by the Seneca, Cayuga, Oneida, Onondaga, and Mohawk tribes between the 15th or 16th centuries or, according to oral tradition, much earlier. Also known as the Iroquois League, these tribes had similar languages and cultural practices (such as matrilineal kinship) and assimilated many other peoples through warfare and adoption. They were a major factor in colonial policymaking. Before adopting the Tuscarora Tribe in 1722, the Haudenosaunee were referred to as the “Five Nations.” Historically British allies against both the French and the American colonists, although some - particularly the Oneida - sided with the latter in the Revolutionary War. ",,seneca;cayugaind;onondaga;oneida;mohawk;tuscarora,https://en.wikipedia.org/wiki/Iroquois,
,meetsmith,,Smithfield Friends meeting,,,,,Local meeting,"Since the early 18th century, Rhode Island was a haven for Quakers. The Woonsocket region in particular had a large population that informally gathered for worship and had bought burial land in 1713. It was not until 1719 that they built a significant Meeting House, however, and in the same year the resident Quakers established the Providence Monthly Meeting. This changed its name to Smithfield Monthly Meeting in 1737, owing to the fact that most of Northern Rhode Island was referred to by this name. Then, in 1783 part of the Smithfield monthly meeting split off to form a new Providence Monthly Meeting. The organization is noted for its early involvement in abolition. ",,neym,"http://www.oftedahl.com/SmithfieldFriends/history.htm ; https://en.wikipedia.org/wiki/Smithfield_Friends_Meeting_House,_Parsonage_and_Cemetery",
,spaup,,Society for the Prevention of Pauperism,,1817,,,review,"In response to the side effects of early 19th century urbanization and immigration,  Thomas Eddy, John Pintard, and John Griscom organized this New York society in 1817 to combat poverty. The next year, it selected officers and ratified a constitution. The first step taken was a report on the causes of pauperism – in fact, the society viewed themselves more as preventative investigators than as a relief agency. When the report claimed most indigence was the result of moral failure, the society sent ward visitors to instruct the poor about industrious habits and recorded further data. Intemperance, education, workhouses. Discounted charity for the “artificially” poor, and eventually recommended gutting aid to the able-bodied. Help the poor help themselves through short-lived initiatives like the savings bank (1819) and fuel fund (1821). Another Society, based on the New York model, opened in Baltimore 1820. They worked closely with municipal government. Disbanded in 1823, after which most of its leaders moved on to work on educational and youth projects. ",,,"Mohl, Raymond A. ""Humanitarianism in the Preindustrial City: The New York Society for the Prevention of Pauperism, 1817-1823."" The Journal of American History 57.3 (1970): 576-99. Web.",
,socref,,Society for the Reformation of Juvenile Delinquents,House of Refuge,1824,,,review,"This philanthropic New York organization, incorporated in 1824 and opened a year later, pulled most of its founding members from the Society for the Prevention of Pauperism in New York City. It proposed housing juvenile offenders in a separate prison from older criminals with the hopes of reforming them through a mixed curriculum of schoolwork and manual labor. To this end, the Society obtained funding from the State, opened up a reformatory, and offered courts the option of committing young offenders to its private facility. In 1839 the reformatory moved to 23rd St on the East River. Its number of inmates increased.",,,http://www.nytimes.com/1860/01/23/news/our-city-charities-the-new-york-house-of-refuge-for-juvenile-delinquents.html?pagewanted=all; http://www.philanthropyroundtable.org/almanac/economic_and_social_prosperity/1825_a_refuge_for_juvenile_delinquents,
,friends,,Society of Friends,,,,,Religious group,"The Religious Society of Friends was founded in England in the mid-17th century by George Fox, a young man who preached across Britain, Northern Europe, and the Barbadoes. The movement quickly grew, but because of persecution from the established Anglican Church, many Quakers sought the economic opportunities and religious toleration of the Pennsylvania and Rhode Island colonies in America. Quakers were distinguished by their belief in the priesthood of all believers, refusal to wage war, emphasis on direct religious experience, and striving to ""bear witness"" throughout the course of everyday life. This scrupulosity greatly influenced William Penn's dealings with the Indians in Pennsylvania, as he systematically bought land rights from all tribes concerned and occasionally purchased the same tract multiple times. For this reason, Penn earned the friendly Indian nickname “Onas,” and Quakers in general gained an early reputation for honesty and fairmindedness among the Native Americans. In the late 18th century, American yearly meetings formed Indian Committees specifically to aid Indian Tribes in maneuvering land claims and learning western agricultural skills, which they continued to work into the 19th century.",,,https://en.wikipedia.org/wiki/Quakers;https://www.britannica.com/topic/Society-of-Friends;https://www.jstor.org/stable/985436?seq=4#page_scan_tab_contents,
,meetsomer,,Somerton Friends meeting,,1767,,,Local meeting,"Quakers met near Somerton in Virginia as early as 1672. A meeting for worship was indulged by Western Branch Monthly Meeting in 1767, and a preparative meeting was established before 1815.",,vym,http://trilogy.brynmawr.edu/speccoll/bym/lowrsmm.xml,
,meetsbran,,South Branch Friends meeting,,1696,,,Local meeting,"Also known as Buskin Levin's Meeting, this group of Virginian Friends met on the south branch of the Nansemond River. Reported to the Chuckatuck Monthly Meeting. Established 1696 and laid down ten years later.",,vym,http://trilogy.brynmawr.edu/speccoll/bym/Uebrick-Pacheli's%20Meetings%20in%20Balt%20+%20Virg%20YMs.pdf,
,meetsprin,,Springfield Friends meeting,,,,,Local meeting,"The reference to a meeting at Springfield by Joshua Evans may refer either to the one at Old Springfield or to that at Upper Springfield. Old Springfield was a preparative meeting under Burlington from 1776-1835, and Upper Springfield was under the care of Chesterfield from 1775 to 1781 when it was set off to Upper Springfield Monthly Meeting.",,pym,quakermeetings.com,
,meetstanford,,Stanford Friends meeting,,1795,,,Local meeting,"Stanford Preparative Meeting established 1795 in Stanfordville, New York from Creek Monthly Meeting. Stanford Monthly Meeting was established 1803. Attached to Creek (Creek & Stanford) Monthly Meeting.",,nyym,quakermeetings.com,
,stanfordqm,,Stanford Quarterly Meeting of Friends,,1800,,,Quarterly meeting,"Stanford Quarterly Meeting of Friends began in 1800 when it was set off from Nine Partners Quarterly Meeting of Friends. In 1828, the meeting separated into two branches, Orthodox and Hicksite, and the Orthodox branch was laid down in 1867.",,nyym,http://www.swarthmore.edu/library/friends/New YorkYM/stanfqm2.xml,
,meetsteph,,Stephentown Friends meeting,,,,,Local meeting,"Probably Stephentown in Rensselaer County, New York. Friends in Rensselaer County were members of Easton Meeting until Troy was set off in 1813.",,nyym,quakermeetings.com,
,stockbridge,http://id.loc.gov/authorities/subjects/sh85128211,Stockbridge indians,Maheconneck;Housatonic;Housatunnuk;Mohican;Mahican;Muhhuonnuk Nation,,,,Indian group,"Descendants of the Mahican (or Mohican) tribe. Moved to New England to escape Mohawk as well as colonist pressure, the Stockbridge band took its name from the Massachusetts town it settled at in the early 18th century. As they allowed Protestant missionaries to live with them, many converted to Christianity within the century. Due to pressure from the new United States government in the 1780s, the Stockbridge began migrating to Oneida territory in western New York, where they established the town of New Stockbridge. Here they formed a syncretic culture comprised of traditional and European practices. After the Indian Removal Act of 1830, the Stockbridge moved to Fox River, Wisconsin, where they shared land (and eventualy merged) with displaced Lenape people. After legal debate with the indigenous peoples there, the Stockbridge moved to the east shores of Lake Winnebago by 1834. In 1843, Congress passed an act making all Stockbridge Indians citizens of the United States.",,brotherton,https://en.wikipedia.org/wiki/Mahican ; https://www.mpm.edu/wirp/ICW-158.html,
,meetsutto,,Sutton's Creek Friends meeting,,1794,,,Local meeting,"Suttons Creek Monthly Meeting established 1794 in Woodville, North Carolina from Piney Grove (Perquimans) Monthly Meeting. Attached to Symons Creek Monthly Meeting. Preparative Meeting then joined to Little River Preparative Meeting.",,ncym,quakermeetings.com,
,meetsymon,,Symonds Creek Friends meeting,Symons Creek;Pasquotank;Little River,1677,,,Local meeting,"Pasquotank Monthly Meeting was established in 1677 in Elizabeth City, North Carolina and renamed Symons Creek Monthly Meeting sometime before 1741. Alternative called Little River until 1842. A Preparative Meeting was established 1740. Attached to Piney Woods Monthly Meeting.",,ncym,quakermeetings.com,
,tonaw,,Tonawanda Band of Seneca Indians,Tanawanto,,,,Indian group,"Located along Tonawanda Creek in Niagara County, Pennsylvania.  By the Treaty of 1838, the Tonawandas would have lost their reservation and would have had to move west.  The Compromise Treaty of 1842 would have also deprived the Seneca of this reservation.  The Tonawanda maintained that none of them had agreed to the 1838 or 1842 treaty and remained on their land.  Another treaty in 1857 agreed that the Tonawanda could retain their reservation as if the earlier treaties had never been written.  The Alleghany and Cattaraugus reservations of the Seneca Indians are part of the Seneca Nation of Indians, while the Tonawanda band maintains their own government. ",,seneca,Encyclopedia of the Haudenosaunee ; https://en.wikipedia.org/wiki/Tonawanda_Band_of_Seneca,
,meettrent,,Trenton Friends meeting,,1775,,,Local meeting,"Trenton Preparative Meeting was established 1775 in Trenton, New Jersey, under the care of Chesterfield Monthly Meeting.",,pym,quakermeetings.com,
,meettroy,,Troy Friends meeting,Pittstown,1813,,,Local meeting,"Troy Monthly Meeting was established 1813 in Pittstown, New York and renamed Pittstown Monthly Meeting in 1892. Troy Preparative Meeting was a subordinate until 1876.",,nyym,quakermeetings.com,
,tuscarora,http://id.loc.gov/authorities/subjects/sh85138970,Tuscarora indians,Touscarora;Tuskara;Tuskarora;Tuskeruru,,,,Indian group,"An Iroquian-speaking people originally from North Carolina. After the Tuscarora War (1711-1713) against  neighboring Catawba and English settlers in their homeland, the Tuscarora sent wampum belts in 1712 to their Haudenosaunee relatives requesting aid. As the Haudenosaunee were warned by the New York government to not take violent action, they agreed to adopt the Tuscarora as non-voting Confederacy members in 1722, sponsored by the Oneida. The migration took almost an entire century and followed multiple routes, occasionally stopping along the way at Tuscarora Creek in West Virginia, the Monocacy River in Maryland, and the Juniata River in Pennsylvania. The Seneca—parts of whose land became Tuscarora territory—often represented them at Grand Council meetings. During the Revolutionary War their allegiances were split, some siding with the Mohawk and British, others with the Oneida. In the aftermath, the new United States government granted their Tuscarora allies a reservation in Niagara County, New York, in 1803, while the those who sided with the British moved to Ontario, Canada.",,sxntns,Encyclopedia of the Haudenosaunee ; https://en.wikipedia.org/wiki/Tuscarora_people ; https://en.wikipedia.org/wiki/Tuscarora_Reservation,
,meettyrin,,Tyringham Friends meeting,,1795,,,Local meeting,"Joshua Evans held a meeting for worship at Tyringham, Massachusetts. The participants were probably all members of East Hoosack Monthly Meeting.",,,,
,uscong,,United States Congress,,,,,Government,"The legislature of the United States Government, based in the nation’s capital. Originally weak and unicameral, the system was refined in 1789 by the ratification of the Constitution, which split Congress into the Senate and the House of Representatives and affected a compromise between equal and proportional state representation. Its early history was wracked by debate between the Federalist and Anti-Federalist parties, who differed on the powers and limits of central government. After the election of 1800, Jefferson’s Democratic-Republican Party dominated Congress and made strong movements for state rights. After 1826, parties realigned into the Whig and Democrat factions, which grappled over populism and the strictness of the Constitution. Laws about land ownership came to the forefront, a particular concern being Native American rights and their effect on expansion. Congress had maintained an organ for Indian relations since at least 1806 and finally created the Bureau of Indian Affairs in 1824, while passage of the Civilization Fund Act (1819) enacted President Washington’s civilization policy by funding organizations to educate Native American tribes. In 1830, Congress passed the controversial Indian Removal Act, which in theory authorized President Jackson to make treaties with southern tribes that exchanged their homeland for territory west of the Mississippi River, and in fact resulted in forced relocations.","The organizational type, ""government,"" includes governmental bodies and other agents of the government like elected or appointed officials and members of the military.",usag,https://en.wikipedia.org/wiki/Native_Americans_in_the_United_States;https://en.wikipedia.org/wiki/History_of_the_United_States_Congress,
,unib,,Union Bank of Maryland,,1804,,,review,"Organized in 1804 and incorporated 1805. In 1807 moved to a building located at the southeast intersection of Fayette and North Charles Streets in Baltimore. In 1865, it was incorporated by an Act of Congress as the National Union Bankof Maryland.",,,http://www.battleofbaltimore.org/items/show/271#.V4klXvkrKUk ; http://1814.baltimoreheritage.org/the-national-union-bank-a-sort-of-oyster-in-architecture/ ; History of Baltimore City and County (Scharf),
,meetunion,,Union  Friends meeting,,1806,,,Local meeting,"An indulged meeting at Ludlow Creek in Ohio was allowed in 1806 under Miami Monthly Meeting. Union Preparative Meeting was established in 1810, and the monthly meeting was set off from West Branch in 1812.",,bym;oym,quakermeetings.com,
,usag,,United States Government,,1776,,,government,"The Thirteen Colonies of North America declared independence from England in 1776, thus beginning the Revolutionary War against England and its Native American allies. The War ended with the Treaty of Paris in 1783, in which England recognized the Colonies’ sovereignty as well as its Indian allies’ land. The government under the Articles of Confederation opened much of this territory for westward expansion through the Northwest Land Ordinance in 1785, which sparked the Northwest Indian War against an Indian Confederacy supported by the still-vexed English. This ended with General Anthony Wayne’s decisive victory at Fallen Timbers in 1794. Concurrently, States' delegates drafted a new Constitution in 1787 that created a much stronger central government. Particularly in the mid-Atlantic states at this time, the federal and state governments entered into multiple land treaties with Indian tribes that pushed them further west or onto reservations. President Jefferson's Louisiana Purchase (1803) effectively doubled the territory of the nation and expanded it west of the Mississippi River, increasing the scope of settlement and the limits of Indian relocation. Indian Nations finally lost English support with the end of the War of 1812 and Tecumseh’s wars, and with the publication of the Monroe Doctrine in 1823, settler expansion occurred at a rapid pace. Following Jackson’s signing of the Indian Removal Act (1830), the United States Government actively forced many southern Indians to relocate west of the Mississippi River.","The organizational type, ""government,"" includes governmental bodies and other agents of the government like elected or appointed officials and members of the military.",,https://en.wikipedia.org/wiki/History_of_the_United_States_Constitution; https://en.wikipedia.org/wiki/History_of_the_United_States; https://en.wikipedia.org/wiki/War_of_1812#Indigenous_nations;https://en.wikipedia.org/wiki/Native_Americans_in_the_United_States,
added,canad,,Canada,Upper Canada,1791,,,Government,"The conclusion of the Seven Years War (1763) saw the area of New France become a colony of the Kingdom of Great Britain, which it initially governed – and with minimal change – as the Province of Quebec. Having absorbed a large influx of Loyalist refugees from the Revolutionary War, however, in 1791 this body was divided into Upper Canada (now Southern Ontario) and Lower Canada (now Quebec) to better accommodate the cultural differences of the newer English and older Canadian French settlers, giving each half its own representative assembly. The government of Upper Canada was based on the English constitution, and got its name because of its relative proximity to the headwaters of the Saint Lawrence River.  Native Allies (Odawa, Ojibwe, Iroquois) were granted land in the area of Upper Canada after the Revolutionary War, and several policies were instituted to encourage displaced Loyalists to settle there. In 1793, it became the first British territory to legislate the abolition of slavery.",,lowcan,"https://en.wikipedia.org/wiki/Upper_Canada
https://en.wikipedia.org/wiki/History_of_Canada
https://en.wikipedia.org/wiki/Canada_under_British_rule",
,meetueves,,Upper Evesham Friends meeting,,1783,,,Local meeting,"Upper Evesham Preparative Meeting was established in 1783 in Medford, New Jersey from Evesham Monthly Meeting. Upper Evesham Monthly Meeting was established in 1794. ",,pym,quakermeetings.com,
,meetupspr,,Upper Springfield Friends meeting,,1781,,,Local meeting,"A preparative meeting was appointed at Upper Springfield in Burlington County, New Jersey, in 1776. Upper Springfield Monthly Meeting was set off from Chesterfield in 1781 and began holding business sessions in 1783. ",,pym,http://trilogy.brynmawr.edu/speccoll/mm/uppersmm.xml,
,meetupper,,Upper  Friends meeting,,1800,,"Dinwiddie County, Virginia",Local meeting,"Upper Monthly Meeting began in Gravelly Run, Virginia, in 1800 when Burleigh and Gravelly Run Preparative Meetings separated from Blackwater Monthly Meeting. The meeting was laid down in 1832.",,vym,http://trilogy.brynmawr.edu/speccoll/bym/blkwtrmm.xml,
,meetuwchl,,Uwchlan Friends meeting,,1714,,,Local meeting,"Uwchlan Preparative Meeting was established in 1714 by Chester Monthly Meeting, then was transferred to Goshen Monthly Meeting. Uwchlan Monthly Meeting was set off in 1763",,pym,quakermeetings.com,
,meetuxbri,,Uxbridge Friends meeting,,1772,,,Local meeting,Uxbridge was allowed as a worship group under the care of Smithfield Monthly Meeting in about 1767. A preparative meeting was appointed there in 1772.,,neym,"Guide to the Records of the Religious Society of Friends (Quakers) in New England, compiled by Richard D. Stattler (1997)",
,meetvall,,Valley Friends meeting,,1785,,,Local meeting,"Valley Preparative Meeting was established in Patterson, New York, in 1785.",,nyym,http://www.swarthmore.edu/library/friends/New YorkYM/vallepm2.xml; http://www.swarthmore.edu/library/friends/New YorkYM/vallepm.xml,
,meetvall2,,Valley Friends meeting,,1810,,,Local meeting,"Valley Preparative Meeting in Tredyffrin Township, Pennsylvania was established in 1810. Friends worshipped in the upper area of Merion as early as 1698, and the first meeting house was built in 1730. ",,pym,http://trilogy.brynmawr.edu/speccoll/mm/vallepm.xml,
,vym,,Virginia Yearly meeting,,1682,,,Yearly meeting,"Virginia Yearly Meeting opened 1696/10 or 1702/09, after meeting half-yearly since 1682, and laid itself down 1844/05/22, attaching itself to Baltimore Yearly Meeting (Orthodox) as Virginia Half-Yearly Meeting.",,,quakermeetings.com,
,wym,,Wales Yearly Meeting,,1668,,,Yearly meeting,"Established 1668, mostly subordinate to the London Yearly Meeting and composed of three Quarterly Meeting of Friends. Heavy emigration to North America depleted their ranks, and along with the dissolution of the Quarterly Meeting in 1797 the Wales Yearly Meeting was reduced to Half Yearly and came under the full care of the London Yearly Meeting. In 1832, it joined other Quarterly Meeting of Friends to form the Hereford, Worcester, and Wales General Meeting. ",,lym,http://www.rootsweb.ancestry.com/~engqfhs/Research/counties/wales.htm,
,meetwarri,,Warrington Friends meeting,,1747,,,Local meeting,"Worship began at Warrington in 1734, with early members from Delaware. Warrington Monthly Meeting was established 1747. Warrington Preparative Meeting was established in 1748 from Sadsbury (Leacock) Monthly Meeting.",,bym,quakermeetings.com,
,warringqm,,Warrington Quarterly Meeting of Friends ,,1776,,,Quarterly meeting,"The Warrington and Fairfax Quarterly Meeting of Friends was set off from Western Quarterly Meeting of Friends in 1776. In 1787, this meeting was divided into the Warrington Quarterly Meeting of Friends and Fairfax Quarterly Meeting of Friends. The Warrington meeting consisted of Pipe Creek, Menallen, York, and Warrington Monthly Meetings.",,vym;bym,http://trilogy.brynmawr.edu/speccoll/bym/warriqm.xml,
