done_or_not,id_tei,lcnaf_uri,last_name,first_name,middle_name,display_name,other_names,birth_date,death_date,birth_place,death_place,gender,affiliations,bio_notes,data_notes,citations,notes,PYM index,Possible Duplication or other correction needed
,tensk1,,Tenskwatawa,,,Tenskwatawa,The Prophet;The Shawnee Prophet;Tenskatawa;Tenskwatawah;Tensquatawa;Lalawethika,1771,1836-11,,kansas,m,Shawnee,"Native American religious and political leader of the Shawnee tribe, known as the Prophet or the Shawnee Prophet. He was a brother of Tecumseh, leader of the Shawnee. He denounced Americans as children of the Evil Spirit and mobilized the Indians in the Midwest to fight them, but his movement was defeated during the War of 1812 when his brother was killed, and he went to the area now known as Argentine, Kansas.",,https://en.wikipedia.org/wiki/Tenskwatawa,,,
,terr1,,Terry,Alfred,Howe,Alfred H. Terry,,,,,,m,usgov,"Union general in the American Civil War and the military commander of the Dakota Territory. Signed the Peace Commissioners' Report, 1868.",,https://en.wikipedia.org/wiki/Alfred_Terry,,,
,stest1,,Test,Samuel,,Samuel Test,,,,,,m,friends;bymindian,"Samuel Test's birth is recorded at Salem (NJ) Monthly Meeting in 1774. He married contrary to discipline in 1796 but was reinstated in 1801 when his wife, Sarah, became a member. They were granted a certificte to Miami Monthly Meeting in Ohio in 1805. Added to BYM Indian Committee in 1808. ",,Hinshaw,,,
,wthad1,,Thadighgwesora,William,,William Thadighgwesora,William Thadughgwesera;William Tatagivesera,,,,,m,oneida,Oneida chief (1796),,,,,
,thawi1,,Thawighdot,,,Thawighdot,,,,,,m,oneida,Oneida chief (1796),,,,,
,rave1,,The Raven,,,The Raven,,,,,,m,potaw,Potowatomi chief.,,,,,
done,gblac1,http://id.loc.gov/authorities/names/n88012473,Thę́-wǫ-nyas̉,,,Thę́-wǫ-nyas̉,Governor Blacksnake;Chain breaker;Chainbreaker;Thaonawyuthe;Thę́-wǫ-nyas̉;To-wa-a-u,,1859,kendai,alleg2,m,sxntns;seneca,"Chief. Signed Remonstrance of Chiefs (1837),  letter to Philadelphia Quakers about General Council",Not the same as Jacob Blacksnake: signed petition together at the Cattaraugus Council House in Erie County in 1846,https://en.wikipedia.org/wiki/Governor_Blacksnake,,,
,cthom1,,Thomas,,,Captain Thomas,,,,,,m,brit,"British officer, came to Detroit River for conference in 1793",,,,,
,ethom2,,Thomas,Elizabeth,,Elizabeth Thomas,,1800,1891,,,f,review,"Daughter of Jonathan Thomas, entertained Sarah Emlen in 1825. Married Nathan T. Knight in 1826 at Byberry Meeting. Died in 1891 at the age of 91, buried at Byberry.",,,,,
,ethom1,,Thomas,Evan,,Evan Thomas,,1738,1826,,,m,friends;bymindian,"Baltimore Quaker. Publicly denounced drinking and slavery. Indian Committee of BYM, visited Wyandot Indians at Sandusky in 1799.",,Drinker,,,
,hthom1,,Thomas,Henry,,Henry Thomas,,,,,,m,review,"Henry Thomas, son of James & Hannah, married Jane Mott, Jr. dt of John & Jane, at Bridgewater in 1827. Conducted Sarah Emlen to Bridge Water in 1825",,Hazard,,,
,jthom5,,Thomas,James,C.,James C. Thomas,,,,,,m,friends;bym,"Member of BYM, hosted Sarah Emlen for tea in 1825.",,,,,
,jthom2,,Thomas,Jonathan,,Jonathan Thomas,,1768,1842,,,m,friends;pymind,"Quaker miller. Son of Mordecai and Elizabeth, married Sarah Spencer in 1791. Member of PYM Indian Committee, resided at Oneida settlement for some time, also came to Genesinguhta settlement in 1800, was still there in 1803. Death recorded at Byberry in 1842.",,Drinker;Hazard,,"34, 41, 42, etc",
,pthom1,,Thomas,Philip,Evan,Philip Evan Thomas,Hai-wa-nob,1776,1861,maryl,newyo,m,friends;bymindian,"First president of the Baltimore and Ohio Railroad (1827-1836); called ""The Father of American Railways."" Prominent member of the Society of Friends and served as chair of Indian Committee (1821-1832) and as representative to Washington for the Six Nations of Indians. Earned the title ""Hai-wa-nob"" (the Benevolent One) from the Swan Tribe of the Seneca People. Clerk of BYM Indian Committee, at least 1803-1813.",,https://en.wikipedia.org/wiki/Philip_E._Thomas,,,
,rthom1,,Thomas,Richard,,Richard Thomas,,1836,1860,maryl,balti1,m,friends;bymindian,"Son of John Chew and Mary (Snowden) Thomas. Practicing physician, medical teacher, recognized minister. Married Martha Carey c. 1831 (2 sons), Phebe Clapp c. 1840 (several children), Deborah Hinsdale c. 1857. In 1856 took a trip to Enlgand with his second wife and was nearly shipwrecked. Author of ""Baptism.""",,DQB,"Clerk of BYM Indian Committee, 1847",,
,fthom1,,Thompson,Francis,,Francis Thompson,,,1832,,,m,friends;meetny,"Son of James and Mary, received on certificate from Knarsborough (England) at New York in 1797. Married Mary Wright daughter of Isaac & Sarah in 1804. Hosted Robert Sutcliff at his country house on the East River, 1804. Died in 1832 at the age of 55.",,Hazard,,,
,wthom1,,Thompson,Walter,,Gau-nu-su-goh,Walter Thompson,,,,,m,seneca;sxntns,Chief of Six Nations (1837). Agent is Daniel Twoguns. Signed 1838 Treaty.,,1838 treaty,,,
,jthom6,,Thompson,Jeremiah,,Jeremiah Thompson,,1784,1835,yorks,,m,nyman;friends;meetny,"New York merchant, ship owner, Quaker, officer in the New York Manumission Society, and co-founder in 1817 of the Black Ball Line. Emigrated to US from Yorkshire in 1801. Helped Thomas Eddy establish first Savings Bank in New York in 1819.",,https://en.wikipedia.org/wiki/Jeremiah_Thompson,,,
,jthom4,,Thompson,John,,John Thompson,John Thomson,,,,,m,review,"One of the principal surveyors for the Holland Land Company. Originally from Delaware County, Pennsylvania, met Isaac Coates in Buffalo in 1798.",,,,,
,jthom3,,Thompson,John,,John Thompson,,,,,,m,oneida,"Oneida chief, 1821. SIgned complaint to Bishop Hobart.",,,,,
,jthom1,,Thomson,James,,James Thomson,,,,,,m,review,"Lived on Lycoming Creek, hosted John Pierce in 1796.",,,,,
,thomp1,,Thomson,,,Kys wys twa,,,,,,m,seneca;sxntns,Chief at Cattagaugus in 1809,,,,,
,cthon1,,Thonighgwensora,Cristian,,Cristian Thonighgwensora,Christian Thoningivensera;Crisdian Thonighgivensera,,,,,m,oneida,Principal chief of Oneida Nation (at least 1796-1799).,,,,,
,jthon1,,Thonnodogh,John,,John Thonnodogh,,,,,,m,oneida,Oneida chief (1796).,,,,,
,athor1,,Thorn,Anna,Moore,Anna Moore Thorne,,1766,1838,newyo,,f,friends;nymindian;bym,"Daughter of Andrew and Elizabeth Moore. Married Consider Merritt (1796); remarried in 1810 to Isaac Thorne. Recognized a minister. Traveled in the limits of New York, New England, and Baltimore Yearly Meetings;also visited Great Britain and Ireland. Member of NYYM Indian Committee, appointed in 1807 to visit Brotherton Indians, appointed in 1812 to visit Western tribes.",,DQB,,,
,ethor1,,Thorn,Edward,,Edward Thorn,,,,,,m,review,Gave Joshua Evans a boat ride to Digby in 1795.,,,,,
,ithor1,,Thorn,Isaac,,Isaac Thorn,Isaac Thorne,,1825,,,m,friends;nymindian,"Son of Jacob and Dorothy, married Sarah Merritt in 1790, Dorcas Griffen in 1798 (Purchase), and Anna Merritt (Nine Partners) in 1810. Member of NYYM Indian Committee in 1796. Appointed to NYYM Indian Committee in 1801, in 1807 to visit Brotherton Indians, and in 1812 to visit Western tribes.",,Hazard,,,
,tthor1,,Thornburg,Thomas,,Thomas Thornburg,,,,,,m,review,Hosted Isaac Coates in 1799.,,,,,
,thorn1,,Thornton,William,,William Thornton,,1759,1828,,,m,review,"Physician, inventor, painter and architect who designed the United States Capitol. Friend of Robert Sutcliff, lived in Washington DC, worked at the Patent Office. Visited by Sutcliff in 1805.",,https://en.wikipedia.org/wiki/William_Thornton,,,
,ethro1,,Throop,,,Throop,,,,,,u,review,European philanthopist mentioned in memoir of Thomas Eddy.,,,,,
,jthus1,,Thusier,John,,John Thusier,,,,,,m,review,Visited by Joshua Sharpless in 1798.,,,,,
,gtibb1,,Tibbits,George,,George Tibbits,,1763,1849,rhode,troy,m,usag;nystate;nysen,"US politician. Member of New York State Assembly (1800), Member of Eighth Congress (1803-1805), member of NY State Senate (1815-1818). Member of the commission on state prisons and of the commission which had charge of the construction of Sing Sing Prison. Mayor of Troy, NY (1830-1836). Commissioner appointed to report on state prisons in NY in 1824.",,https://en.wikipedia.org/wiki/George_Tibbits,,,
,etiffi1,,Tiffin,Edwan,,Edward Tiffin,Edwan Tiffin,1766,1829,,,m,metho;government,"Democratic-Republican politician from Ohio, and first Governor of the state.",,https://en.wikipedia.org/wiki/Edward_Tiffin,,,
,atilt1,,Tilton,Amos,,Amos Tilton,,,,,,m,review,"Subscriber to the Indian fund at Shrewsbury Monthly Meeting,1805.",,,,,
,dtilt1,,Tilton,David,,David Tilton,,1749,,,,m,friends,"Born at Shrewsbury in 1749, son of Robert and Miriam Tilton. Subscriber to the Indian fund at Shrewsbury MM, 1805.",,,,,
,htilt1,,Tilton,Hester,,Hester Tilton,,,,,,f,friends,"Probably Esther Middleton who married WIlliam Tilton in 1770. Subscriber to the Indian fund at Shrewsbury Monthly Meeting,1805.",,,,,
,ntilt1,,Tilton,Nathan,,Nathan Tilton,,1749,,,,m,friends,"Nathan Tilton was born in 1749 and married Abigail Birdsill in 1784. Subscriber to the Indian fund at Shrewsbury Monthly Meeting,1805.",,,,,
,otilt1,,Tilton,Obadiah,,Obadiah Tilton,,,,,,m,review,"Subscriber to the Indian fund at Shrewsbury Monthly Meeting,1805.",,,,,
,rtilt1,,Tilton,Robert,,Robert Tilton,,1764,,,,m,friends,"Born in 1764, son of Obediah and Hannah Tilton. Subscriber to the Indian fund at Shrewsbury Monthly Meeting,1805.",,,,,
,ttilt1,,Tilton,Thomas,,Thomas Tilton,,1771,,,,m,friends,"Born in 1771, son of William and Hester TIlton. Subscriber to the Indian fund at Shrewsbury Monthly Meeting,1805.",,,,,
,dtitu1,,Titus,Dan,,Dan Titus,,1762,,,,m,friends;nymindian,"Born at Westbury in 1762, son of Henry and Sarah. Married Amey Willets in 1783. Appointed to NYYM Meeting of Sufferings to consider the circumstances of Indians in Western New York in 1795.",,,,,
,ititu1,,Titus,Israel,,Israel Titus,,,,,,m,friends,"Became a Quaker at Nine Partners in 1774. Reported married to Hannah Powell at Coeymans -- probably a second marriage -- in 1807. Hosted a meeting at his house in 1795, which Joshua Evans attended.",,Hazard,,,
,jtitu1,,Titus,Jonathan,,Jonathan Titus,,1772,1857,penns,penns,m,review,Purchased and settled 400 acres on Oil Creek Oil Creek with Samuel Kerr. Founder of Titusville. Hosted Isaac Coates in 1799. ,,https://en.wikipedia.org/wiki/Jonathan_Titus,,,
,mtitu1,,Titus,Martha,,Martha Titus,,,,,,f,friends;nym,"Probably the Martha Titus, wife of Henry, who acknowledged her marriage out-of-society at Westbury in 1771. Certificate to New York Monthly Meeting the following year. Member of NYYM, one of recipients of letter from women of the Stockbridge tribe",,Hazard,,,
,rtitu1,,Titus,Rebecca,,Rebecca Titus,,,1827,,,f,review,"Friend, lived in Middlesex County, visited by Sarah Emlen in 1825 -- then an 83 yr old woman. Rebecca Burling, daughter of Edward & Rebecca Burling, married RIchard Titus at Purchase in 1770. She died in Harrison, New York, in 1827 at the age of 85 years.",,Hazard,,,
,stitu1,,Titus,Samuel,,Samuel Titus,,,,,,m,friends;nymindian,"Samuel Titus was reported married to Mary Field at Purchase in 1783. In 1797 granted a certificate to Purchase from Westbury, and in 1819 from Purchase to New York. Appointed to NYYM Indian Committee in 1807",,Hazard,,,
,ttitu1,,Titus,Thomas,,Thomas Titus,,1738,1828,,,m,friends;nymindian,Thomas Titus was born at Westbury inn 1738. He married Martha Powell in 1756. Transferred to Cornwall in 1799 where he died in 1828 at the age of 90. Appointed to NYYM Indian Committee in 1797,,Hazard,,,
,toad1,,Toad,,,Toad,,,1802,,,m,Miami,"Young Miami Chief, nephew of Little Turtle, died 1802 after a visit to BYM",,,,,
,stobe1,,Tobey,Samuel Boyd,,Samuel Boyd Toby,Samuel Boyd Tobey,1806,1867,,provi,m,friends;neym;neymindian;meetprov,"Studied to become a physician, married Sarah Fry. 1821-25 taught at Moses Brown School. Set up a medical practice but continued interest in the school; 1829-67 was on the Moses Brown School Committee. 1846-66, Clerk of New England Yearly Meeting. Member and minister of Providence Monthly Meeting. Not fewer than 1500 attended his funeral.",,DQB,,,
,toby1,,Toby,,,Toby,,,1793,,,m,pawnee,"Pawnee slave, died of consumption in 1793. Joseph Moore was present at his death.",,,,,
,tocke1,,Tockewassee,,,Tockewassee,Go to War,,,,,m,review,,,,,,
,toeth1,,Toethteboxhe,,,Toethebotxe,Toethteboxie;Toethteboxe,,,,,m,Delaware,Delaware chief (1804) and orator.,,,,,
,dtomp1,,Tompkins,Daniel,D.,Daniel D. Tompkins,,1774,1825,newyo,stati,m,nystate;usag,Governor of New York (1807-1817); Vice President of the United States (1817-1825),,https://en.wikipedia.org/wiki/Daniel_D._Tompkins,,,
,top1,,Top,,,Top,,,,,,m,seneca,Seneca chief at Tonawanda Village (1817),,,,,
,topin1,,Topinabe,,,Topinabe,"Tuthinipee;Thupenebu;Topinabee;Tooppeenbee;Topeeneebee;Topenibe;Topanepee;Topnibe;Topinebe;Topinebi;Topineby;He Who Sits Quietly;
Sits Quietly",1758,1826,,,m,potaw,Considered one of the greatest Potawatomi chiefs of all time. Signed the Treaty of Greenville and 11 later treaties. War chief to Tecumseh during the Tecumseh uprising.,,https://en.wikipedia.org/wiki/Topinabee_(I),,,
,wtorr1,,Torry,William,,William Torry,,,,,,m,review,Fiscal Agent of the State Prison of New York for two years.,,,,,
,etown1,http://id.loc.gov/authorities/names/n99036010,Townsend,Elizabeth,,Elizabeth Townsend,,,,,,f,review,"Daughter of Joseph and Elizabeth Clark, married Joseph Townsend at Pine Street Meeting in 1800. Recipient of a letter from a young Stockbridge woman in 1801",,Hinshaw,,,
,ftown1,,Townsend,Francis,,Francis Townsend,,,,,,m,review,"Hosted Isaac Coates in 1799. In 1789 Francis Townsend, a widower, married Marah Cadwallader at Redstone. Francis and his children had moved from Concord to Westland in 1787.",,,,,
,itown1,,Townsend,Isaac,,Isaac Townsend,,,,,,m,friends,"Of Maurice River, visited by Sarah Emlen in 1825. Isaac Townsend was a member of Great Egg Harbor Monthly Meeting.",,,,,
,trex1,,Trexler,,,Trexler,,,,,,u,review,"Late Ledenburg's, visited by Isaac Coates in 1803.",,,,,
,atrim1,,Trimble,Ann,,Ann Trimble,,1752,1827,,,f,friends,"Second wife of Joshua Sharpless, stepmother of Rachel Coope. Appointed Overseer at Concord and, with Joshua, superintendant of Westtown School. ",,"Genealogy of the Sharpless Family, by Gilbert Cope (1887)",,,
,rtrou1,,Troupe,Robert,,Robert Troup,Robert Troupe,1756,1832,newje,nycit,m,nystate;nyman,"American soldier, lawyer, and jurist. Member of New York State Assembly (1786), served as Clerk of Court of the District of New York (1789-1796), Judge in the District of New York (1796-1798). Appointed general agent managing the Pultney Estate in 1801. Close friend of Alexander Hamilton and founding member of the New York Manumission Society, although he owned slaves. Friend and correspondant of Thomas Eddy, lived in Geneva.",,https://en.wikipedia.org/wiki/Robert_Troup,,,
,jtrox,,Troxler,Jacob,,Jacob Troxler,,,,,,m,review,"""A Dutchman who served his time in Jersey."" Hosted Joseph Moore in 1793",,,,,
,jtrum1,,Truman,John,,John Truman,,,,,,m,review,Visited by Joshua Sharpless in 1798. Probably the non-Quaker husband of Amy Truman who moved from Coeymans to Duanesbury in 1816.,,Hazard,,,
,wtrum1,,Truman,William,,William Trueman,William Truman,,,,,m,friends,"Hosted Rachel Coope in Chester County in 1805. William Truman and his wife, Susanna, were received at Bradford Monthly Meeting from Sadsbury in 1787.",,Hazard,,,
,jtuhi1,,Tuhie,John,,John Tuhie,John Tuhi;John Toohie;John Tuhis,,,,,m,brotherton,"Brotherton Chief and Peacemaker (1796), received Commission of the Peace from US Government",,,,,
,stuke1,,Tuke,Samuel,,Samuel Tuke,,1784,1857,york2,,m,friends;lym,"Quaker philanthropist and mental-health reformer. Son of Henry and Mary Maria (Scott) Tuke. Educated at Girl's School, York. Much influenced by Lindley Murray. 1835-41 served as Clerk of London Yearly Meeting. Wrote memoirs of early friends, managed hospitals, was active in anti-slavery. Founder of the Bootham and the Mount Schools and The Friends Provident Institution. Published an account of the ""Retreat for the Insane"" in England in 1813, friend of Lindley Murray, correspondant of Thomas Eddy.",,DQB; https://en.wikipedia.org/wiki/Samuel_Tuke_(reformer),,,
,rtune1,,Tunes,Richard,,Richard Tunes,,,,,,m,review,Met with Rachel Coope in Middletown in 1805.,,,,,
,jtupi1,,Tupic,Sarah,,Sarah Tupic,,,,,,f,review,"Former landlady of James Cooper, visited by him in 1796, resided at Brotherton",,,,,
,ctuth1,,Tuthill,Cornelius,,Cornelius Tuthill,,,,,,m,review,"Young man hoping to visit Naples, recommended to Henry Lushington by Thomas Eddy in 1820",,,,,
,tutio1,,Tutios,,,Tutios,Tulios,,,,,m,onondaga,Onandaga chief (1811),,,,,
,stwin1,,Twining,Stephen,,Stephen Twining,,1776,1848,,bucks,m,friends,"Upon reaching adulthood, the Philadelphia Yearly Meeting authorized him to be a teacher and counselor among the Cattaraugus Reservation Indians in New York, which he did for nine years. Married Quaker Minister Elizabeth Baldwin in 1818, and moved to live with her in Troy, NY until her death in 1823.",death date is approximate,"The Friend, Volume 78;https://books.google.com/books?id=JfUUAAAAYAAJ&pg=PA27&lpg=PA27&dq=%22stephen+twining%22+quaker&source=bl&ots=gn0RbAJpdo&sig=x4A2NOYRYBTNui0toDnevhubC_A&hl=en&sa=X&ved=0ahUKEwiggciDuKPOAhUD8j4KHdJvBNgQ6AEIQjAH#v=onepage&q=%22stephen%20twining%22%20quaker&f=false",,,
,ptwog1,,Two Guns,Paul,,Paul Two Guns,,,,,,m,sxntns,Chief of Six Nations (1837),,,,,
,htwog1,,Two Guns,Henry,,Ua-pau-quish,Henry Two Guns,,,,,m,seneca;sxntns,Chief of Six Nations (1837),,1826 treaty,,,
,dtyod1,,Tyodeasaegwinde,David,,David Tyodeasaegwinde,David Tydeaseagurnel;David Tyanrescagwendyrora,,,,,m,Tuscarora;sxntns,Tuscarora chief (1796),,,,,
,etyso1,,Tyson,Elisha,,Elisha Tyson,,1749,1824,,,m,friends;bymindian,"In 1789 helped found the Maryland Society for the Abolition of Slavery, and later supported the African Academy. Member of BYM Indian Committee; hosted meeting between Indian Delegation and BYM Indian Committee in 1801, appointed to visit Indians with George Ellicott, Gerard Hopkins, and Joel Wright in 1804, appointed to visit Miami and Potawatomi Indians in 1808",,https://en.wikipedia.org/wiki/Elisha_Tyson,,,
,ityso1,,Tyson,Isaac,,Isaac Tyson,,1792,1861,balti1,,m,friends;bymindian,"Quaker businessman, held a virtual monopoly on world supplies of chromium minerals in the mid 19th century. Grandson of Elisha Tyson, son of Jesse Tyson. One of the original members of the BYM Indian Committee.",,https://en.wikipedia.org/wiki/Isaac_Tyson,,,
,jtyso1,,Tyson,Jesse,,Jesse Tyson,Jessee Tyson,,,,,m,friends;bymindian,"Baltimore flour merchant, son of Elisha Tyson. Appointed to BYM Indian Committee in 1808.",,,,,
,aunde1,,Underhill,Abraham,J.,Abraham J. Underhill,,,,,,m,friends;nymindian,"Member of NYYM Indian Committee. Appointed to visit Brotherton, Stockbridge, & Oneida tribes in 1808; appointed to visit Brotherton, Stockbridge, Oneida, & Onondaga tribes in 1811, appointed to visit tribes of Western NY in 1812. ",,,,,
,iunde1,,Underhill,Isaac,,Isaac Underhill,,,, ,,m,friends;nymindian,"Probably the Isaac Underhill, born in New York in 1732, who married Mary Cock at Westbury in 1754. Appointed to NYYM Indian Committee in 1796. Died at Westbury in 1817 at the age of 85.",,,,,
,punde1,,Underhill,P.,,P. Underhill,,,,,,u,friends,"Hosted Robert Sutcliff in 1805. Phebe Underhill, daughter of Isaac from Peru, was granted a certificate from Creek to Northern District Philadelphia in 1806 and returned the same year. ",,,,,
,untha1,,Unthank,,,Dr. Unthank,,,,,,u,friends,"Donated money in CIncinnati to NYYM Indian Committee in 1837. Probably a member of the Quaker Unthank family who migrated fom North Carolina to Preble County, Ohio, in the early 19th century.",,,,,
,jupde1,,Updegraff,Josiah,,Josiah Updegraff,,,,,,m,friends,"Transferred membership from York Monthly Meeting in Pennsylvania to Concord in Ohio in 1805. Resided in Wheeling, West Virginia.",,Hinshaw,,,
,nupde1,,Updegraff,Nathan,,Nathan Updegraff,,,,,,m,friends,"Nathan Updegraff and his wife, Ann, arrived at Westland Monthly Meeting from Crooked Run in 1801. ",,Hinshaw,,,
,supto1,,Upton,Smith,,Smith Upton,,,1863,,,m,friends,"Lived near Creek Monthly Meeting, visited by Sarah Emlen in 1825. Son of Paul and Phebe Upton, received at Creek from Nantucket Northern District in 1822. Died at Stanford, age 79 in 1863.",,Hazard,,,
,nvail1,,Vail,N,,Nathan Vail,,1777,1857,,,m,friends,"Born in 1777, son of John and Catherine, visited by Sarah Emlen in 1825. Married Anna Webster at Plainfield in 1801. Died in 1857 at the age of 80 years.",,Hazard,,,
,svanr1,,Van Rensselaer,Stephen,,Stephen Van Rensselaer,,1764,1839,nycit,nycit,m,usag;nystate,"Soldier, businessman, landowner. Lieutenant Governor of New York (1795-1801), Member of US House of Representatives from New York (1822-1823; 1823-1829)",,https://en.wikipedia.org/wiki/Stephen_Van_Rensselaer,,,
,cvand1,,Vandeleur,C.,,C. Vandeleur,,,,,,m,brit,British officer (1793),,,,,
,jvanla1,,Vanlaw,Joseph,,Joseph Vanlaw,,,,,,m,friends,"Joseph Vanlaw and his wife, Mary, were received at Concord Monthly Meeting (Ohio) in 1803 from Burlington.",,Hinshaw,,,
,gvaux1,,Vaux,George,,George Vaux,,1779,1836,,,m,friends,Son of James and Susanna. George Vaux traveled with Isaac Coates to Genesinguhta in 1803. In 1809 he married Eliza Head Sansom at Northern District meeting  house in Philadelphia.,,,,,
,rvaux1,,Vaux,Roberts,,Robert Vaux,Roberts Vaux,1786,1836,phila,phila,m,friends,"American lawyer, jurist, abolitionist, and philanthropist. Helped found the Pennsylvania Institution for the Deaf and Dumb, the School for the Blind, the Philadelphia Savings Fund Society, the Historical Society of Pennsylvania, and the Frankford Asylum for the Insane. Served as Secretary and Commissioner of the Philadelphia Prison Society, was one of the commissioners to adapt Pennsylvania law and also to build Eastern State Penitentiary. Corresponded with Wm. Roscoe regarding prison discipline, corresponded with David Hosack in 1833 regarding Thomas Eddy.",,https://en.wikipedia.org/wiki/Roberts_Vaux,,,
,cvean1,,Veanhosan,Charles,,Charles Veanhosan,,,,,,m,review,"Brother of Leonard Veanhosan, made a bad impression on Sarah Emlen in 1825",,,,,
,lvean1,,Veanhosan,Leonard,,Leonard Veanhosan,Lenord Veanhoesen;Leonard VanHoesen,,,,,m,review,"Lived in Hudson, not a Friend but wife, Mary, was a Quaker. Hosted Sarah Emlen in 1825. Died in 1848 at the age of 78.",,Hazard,,,
,vigo1,,Vigo,,,Vigo,,,,,,u,review,"Old French settler, witness to Treaty of Greenville (1795)",,,,,
,iwabe1,,Wabe,Isaac,,Isaac Wabe,Isaac Wauby,,,,,m,brotherton,"Brotherton Indian, Peacemaker, received a Commission of the Peace from the US Government, 1796",,,,,
,wwads1,,Wadsworth,William,,William Wadsworth,,1765,1833,,,m,review,"One of two brothers who owned a prosperous farm on the Big-Tree Reservation, along the Genesee River. They were among the first pioneers to settle at Big Tree (Geneseo, New York) in 1790. In 1797, the brothers hosted the Treaty of Big Tree between Seneca tribesmen and US Government representatives. William was also an officer in the New York militia.",,https://en.wikipedia.org/wiki/William_Wadsworth_(officer),,,
,jwads1,,Wadsworth,James,,James Wadsworth,,1768,1844,,bigtr,m,review,"One of two brothers who owned a prosperous farm on the Big-Tree Reservation, along the Genesee River. They were among the first pioneers to settle at Big Tree (Geneseo, New York) in 1790. In 1797, the brothers hosted the Treaty of Big Tree between Seneca tribesmen and US Government representatives. James was also a graduate of Yale.",,https://en.wikipedia.org/wiki/James_Wadsworth_(of_Geneseo),,,
,dwagn1,,Wagnor,David,,David Wagnor,,,,,,m,review,"Follower of the Universal Friend, Jemima Wilkinson, in Jerusalem, New York.",,,,,
,jwags1,,Wagstaff,James,,James Wagstaff,,,,,,m,review,"Lived in Canandaigua in 1794, where he was visited by David Bacon.",,,,,
,waintaug1,,Wain tau guh taugh,,,Wain tau guh taugh,,,,,,u,seneca,SIgned a letter to Friends from Cataraugus in 1799,,,,,
,bwalk1,,Walker,Benjamin,,Benjamin Walker,,,,,,m,friends;bymindian,"Probably the Benjamin Walker who was received at Warrington Monthly Meeting with his wife, Ruth, from Uwchlan in 1772. Member of first BYM Indian Committee, 1795.",,,,,
,ewalk1,,Walker,Enoch,,Enoch Walker,,1771,,,,m,friends,"A member of John Pierce's group that traveled to the New York Indian Country in 1796. Walker was one of three Friends designated to live in Oneida Nation and help its resident Stockbridge, Tuscarora, and Brotherton members to build a mill and learn agriculture. Enoch Walker was born in 1771, the son of Joseph and Sarah Walker of Radnor Monthly Meeting. He married Phebe Miller at Providence under the care of Chester Monthly Meeting in 1797. In 1820 he was granted a certificate to Stroudsburgh Monthly Meeting.",,Hazard,,,
,jwalk1,,Walker,J,,J. Walker,,,,,,u,review,Paid $25 by NYYM in 1818,,,,,
,mwalke1,,Walker,Mordecai,,Mordecai Walker,,,,,,m,friends,"Mordecai Walker and his wife, Rachel, were received at Center (Ohio) in 1813 from Miami Monthly Meeting. He died in 1830.",,Hinshaw,,,
,rwalk1,,Walker,Robert,,Robert Walker,,1795,1845,,,m,friends,"Robert J. Walker, son of Thomas and Elizabeth, married Mary Barrow, daughter of John & Mary, in 1819 at  New York. He died in 1845.",,Hazard,,,
,twalk1,,Walker,Thomas,,Thomas Walker,,,,,,m,friends;puurm,"Son of Thomas and Hannah, married Elizabeth Hoyland in New York in 1802, and then transferred his membership to Purchase. Lived in West Farms, hosted Sarah Emlen in 1825.",,,,,
,wwalk1,http://id.loc.gov/authorities/names/nr91043938,Walker,William,,William Walker,,,,,,m,wyandot,"Wyandot interpreter, lived at Brownstown, hosted Hopkins in 1804.",,,,,
,jwall1,,Wallace,Joseph,,Joseph Wallis,Joseph Walles,,,,,m,review,"Lived in Sunbury, Pennsylvania on the east bank of the Susquehanna. David Bacon breakfasted at his house in 1794.",,,,,
,swall1,http://id.loc.gov/authorities/names/nr93007416,Wallace,Samuel,,Samuel Wallis,Wallis,1736,1798,Md,,m,friends,"Phila. Quaker shipper and land jobber. b. Md.; acquired land in n. Pa. for James and Drinker and himself (1760s); major landowner in Muncy, Pa., region. m. Lydia Hollingsworth (1770). Associated with James Wilson in Holland Land Co. (1780s-90s); both went bankrupt. Henry Drinker loaned him money and paid his bail; after his death, Henry Drinker tried to buy back his Muncy farm for his widow. Unknown to most of his contemporaries was evidence found in the twentieth century that Wallis was a go-between for Benedict Arnold and the British. Lived in Muncy. Hosted Jacob Lindley and Joseph Moore in 1793, Joshua Sharpless in 1797.",,Drinker,,,
,twalm1,,Walmsby,Thomas,,Thomas Walmsley,Thomas Walmslby,1737,1819,,,m,friends;pym,"Farmer. Elder, overseer, Byberry Mtg. Son of William Walmsley and Sarah Titus Walmsley; married Agnes Mason; m. Ruth Miller Kirk (1794). ",Birth date is approximate,Drinker,,,
,nwaln1,http://id.loc.gov/authorities/names/nr93007421,Waln,Nicholas,,Nicholas Waln,,1742,1813,phila,phila,m,friends;pym;pymsufferings,"Philadelphia Quaker minister. Son of Nicholas Waln and Mary Shoemaker Waln; married Sarah Richardson, daughter of Quaker merchant Joseph Richardson (1772). Abandoned successful legal career for ministry (1773). Visited England meetings in 1783-85, again ten years later with David Bacon. Served as Clerk to the Yearly Meeting for Sufferings for a period of time. Visited by Robert Sutcliff in 1804. Went to Ohio with Isaac Bonsall in 1806.",,Drinker;DQB,,"44, 155, 172, etc",
,ewamp1,,Wampa,Elijah,,Elijah Wampa,,,,,,m,stockbridge,"Described as an elderly  ""disorderly walker"" among the Stockbridge, 1796",,,,,
